customer_id,purchase_date,product_price,quantity,total_purchase_amount,age,returns,customer_name,churn,recency_days,frequency,monetary_value,avg_order_value,return_rate,year,month,dayofweek,hour,product_category_Clothing,product_category_Electronics,product_category_Home,payment_method_Credit Card,payment_method_PayPal,gender_Male
28,2022-11-09 16:43:19,58.0,3.0,5189.0,56.0,0,Laura Walls,0,308.0,4,16765.0,4191.25,0.25,2022.0,11.0,2.0,16.0,False,False,False,False,True,True
38,2020-07-29 08:20:35,33.0,3.0,2486.0,44.0,0,Troy Cunningham,0,1141.0,4,11437.0,2859.25,0.5,2020.0,7.0,2.0,8.0,False,False,True,True,False,False
38,2021-04-13 17:52:34,458.0,3.0,4521.0,44.0,0,Troy Cunningham,0,883.0,4,11437.0,2859.25,0.5,2021.0,4.0,1.0,17.0,False,False,False,False,False,False
38,2021-05-23 11:09:05,46.0,2.0,600.0,44.0,1,Troy Cunningham,0,843.0,4,11437.0,2859.25,0.5,2021.0,5.0,6.0,11.0,False,False,True,False,False,False
38,2023-01-20 07:11:18,319.0,3.0,3830.0,44.0,1,Troy Cunningham,0,236.0,4,11437.0,2859.25,0.5,2023.0,1.0,4.0,7.0,False,True,False,True,False,False
39,2020-04-20 23:27:24,307.0,5.0,4673.0,36.0,1,Taylor Townsend,0,1240.0,7,20951.0,2993.0,0.42857142857142855,2020.0,4.0,0.0,23.0,False,False,True,False,False,True
39,2020-06-21 14:37:31,158.0,1.0,2696.0,36.0,0,Taylor Townsend,0,1179.0,7,20951.0,2993.0,0.42857142857142855,2020.0,6.0,6.0,14.0,False,True,False,False,True,True
39,2020-07-02 09:29:20,151.0,4.0,5117.0,36.0,1,Taylor Townsend,0,1168.0,7,20951.0,2993.0,0.42857142857142855,2020.0,7.0,3.0,9.0,True,False,False,False,False,True
39,2021-12-02 08:28:03,418.0,2.0,2090.0,36.0,0,Taylor Townsend,0,650.0,7,20951.0,2993.0,0.42857142857142855,2021.0,12.0,3.0,8.0,False,False,False,False,True,True
39,2021-12-06 01:41:18,39.0,3.0,4029.0,36.0,0,Taylor Townsend,0,646.0,7,20951.0,2993.0,0.42857142857142855,2021.0,12.0,0.0,1.0,True,False,False,False,True,True
39,2021-12-07 03:16:49,182.0,4.0,1110.0,36.0,0,Taylor Townsend,0,645.0,7,20951.0,2993.0,0.42857142857142855,2021.0,12.0,1.0,3.0,False,True,False,False,True,True
39,2022-05-29 05:56:28,359.0,5.0,1236.0,36.0,1,Taylor Townsend,0,472.0,7,20951.0,2993.0,0.42857142857142855,2022.0,5.0,6.0,5.0,False,False,True,True,False,True
47,2020-05-12 16:34:16,360.0,4.0,2127.0,18.0,0,Kristi Harris,0,1219.0,8,18507.0,2313.375,0.5,2020.0,5.0,1.0,16.0,False,False,True,False,True,False
47,2020-07-03 16:09:23,146.0,2.0,3036.0,18.0,1,Kristi Harris,0,1167.0,8,18507.0,2313.375,0.5,2020.0,7.0,4.0,16.0,True,False,False,False,True,False
47,2020-09-10 11:33:05,80.0,5.0,1030.0,18.0,0,Kristi Harris,0,1098.0,8,18507.0,2313.375,0.5,2020.0,9.0,3.0,11.0,False,False,False,True,False,False
47,2021-02-01 17:13:00,91.0,4.0,4466.0,18.0,0,Kristi Harris,0,954.0,8,18507.0,2313.375,0.5,2021.0,2.0,0.0,17.0,False,False,True,False,True,False
47,2021-05-18 03:42:04,125.0,3.0,1038.0,18.0,1,Kristi Harris,0,848.0,8,18507.0,2313.375,0.5,2021.0,5.0,1.0,3.0,False,True,False,False,True,False
47,2021-12-23 22:41:12,364.0,3.0,1766.0,18.0,0,Kristi Harris,0,628.0,8,18507.0,2313.375,0.5,2021.0,12.0,3.0,22.0,True,False,False,False,True,False
47,2022-10-11 12:54:35,444.0,5.0,965.0,18.0,1,Kristi Harris,0,337.0,8,18507.0,2313.375,0.5,2022.0,10.0,1.0,12.0,True,False,False,False,True,False
47,2023-01-15 19:37:08,68.0,4.0,4079.0,18.0,1,Kristi Harris,0,240.0,8,18507.0,2313.375,0.5,2023.0,1.0,6.0,19.0,False,False,True,False,False,False
83,2020-12-10 03:23:26,228.0,4.0,2904.0,24.0,1,Beth Duran,0,1007.0,8,16211.0,2026.375,0.75,2020.0,12.0,3.0,3.0,False,False,True,False,True,False
83,2021-04-04 11:05:42,58.0,2.0,1028.0,24.0,1,Beth Duran,0,892.0,8,16211.0,2026.375,0.75,2021.0,4.0,6.0,11.0,False,False,False,False,False,False
83,2021-07-16 20:45:14,459.0,5.0,1952.0,24.0,1,Beth Duran,0,788.0,8,16211.0,2026.375,0.75,2021.0,7.0,4.0,20.0,False,True,False,False,False,False
83,2021-10-23 19:15:18,219.0,5.0,4418.0,24.0,1,Beth Duran,0,689.0,8,16211.0,2026.375,0.75,2021.0,10.0,5.0,19.0,False,False,True,False,False,False
83,2021-12-09 17:54:56,474.0,1.0,3907.0,24.0,1,Beth Duran,0,643.0,8,16211.0,2026.375,0.75,2021.0,12.0,3.0,17.0,True,False,False,True,False,False
83,2022-07-03 13:06:50,174.0,3.0,1370.0,24.0,0,Beth Duran,0,437.0,8,16211.0,2026.375,0.75,2022.0,7.0,6.0,13.0,False,False,False,False,True,False
83,2022-10-03 02:30:53,227.0,5.0,198.0,24.0,1,Beth Duran,0,345.0,8,16211.0,2026.375,0.75,2022.0,10.0,0.0,2.0,True,False,False,False,True,False
83,2023-04-08 08:35:43,95.0,5.0,434.0,24.0,0,Beth Duran,0,158.0,8,16211.0,2026.375,0.75,2023.0,4.0,5.0,8.0,False,False,True,True,False,False
85,2020-01-25 12:45:57,140.0,4.0,151.0,27.0,0,Sandra Reese,0,1327.0,7,16901.0,2414.4285714285716,0.42857142857142855,2020.0,1.0,5.0,12.0,False,True,False,False,True,False
85,2020-04-12 08:11:58,242.0,3.0,366.0,27.0,0,Sandra Reese,0,1249.0,7,16901.0,2414.4285714285716,0.42857142857142855,2020.0,4.0,6.0,8.0,True,False,False,False,False,False
85,2020-04-14 22:57:19,196.0,5.0,524.0,27.0,0,Sandra Reese,0,1246.0,7,16901.0,2414.4285714285716,0.42857142857142855,2020.0,4.0,1.0,22.0,False,False,False,False,True,False
85,2021-01-29 03:35:24,160.0,3.0,3662.0,27.0,1,Sandra Reese,0,957.0,7,16901.0,2414.4285714285716,0.42857142857142855,2021.0,1.0,4.0,3.0,False,False,True,False,False,False
85,2022-09-17 16:17:32,375.0,1.0,4345.0,27.0,0,Sandra Reese,0,361.0,7,16901.0,2414.4285714285716,0.42857142857142855,2022.0,9.0,5.0,16.0,False,False,False,True,False,False
85,2022-09-23 12:34:27,315.0,5.0,4351.0,27.0,1,Sandra Reese,0,355.0,7,16901.0,2414.4285714285716,0.42857142857142855,2022.0,9.0,4.0,12.0,False,False,False,False,True,False
85,2023-01-03 06:03:04,157.0,3.0,3502.0,27.0,1,Sandra Reese,0,253.0,7,16901.0,2414.4285714285716,0.42857142857142855,2023.0,1.0,1.0,6.0,False,False,False,False,True,False
86,2020-09-02 08:34:09,156.0,3.0,2777.0,21.0,0,Brittney Gardner,0,1106.0,6,12123.0,2020.5,0.16666666666666666,2020.0,9.0,2.0,8.0,True,False,False,True,False,True
86,2020-11-23 01:15:23,395.0,2.0,906.0,21.0,0,Brittney Gardner,0,1024.0,6,12123.0,2020.5,0.16666666666666666,2020.0,11.0,0.0,1.0,True,False,False,False,False,True
86,2021-04-06 22:01:38,61.0,3.0,2438.0,21.0,1,Brittney Gardner,0,889.0,6,12123.0,2020.5,0.16666666666666666,2021.0,4.0,1.0,22.0,False,True,False,True,False,True
86,2021-11-02 19:28:03,66.0,3.0,1412.0,21.0,0,Brittney Gardner,0,679.0,6,12123.0,2020.5,0.16666666666666666,2021.0,11.0,1.0,19.0,False,False,True,False,False,True
86,2022-08-21 15:19:58,444.0,2.0,2668.0,21.0,0,Brittney Gardner,0,388.0,6,12123.0,2020.5,0.16666666666666666,2022.0,8.0,6.0,15.0,True,False,False,False,False,True
86,2022-12-15 03:22:44,449.0,4.0,1922.0,21.0,0,Brittney Gardner,0,272.0,6,12123.0,2020.5,0.16666666666666666,2022.0,12.0,3.0,3.0,False,False,False,False,False,True
89,2020-10-18 15:25:12,444.0,5.0,1012.0,24.0,0,Stephen Cervantes,1,1060.0,7,18361.0,2623.0,0.0,2020.0,10.0,6.0,15.0,True,False,False,False,False,True
89,2021-03-03 04:25:49,245.0,4.0,3915.0,24.0,0,Stephen Cervantes,1,924.0,7,18361.0,2623.0,0.0,2021.0,3.0,2.0,4.0,False,False,False,True,False,True
89,2021-04-16 07:36:26,263.0,5.0,3247.0,24.0,0,Stephen Cervantes,1,880.0,7,18361.0,2623.0,0.0,2021.0,4.0,4.0,7.0,False,False,True,True,False,True
89,2021-06-06 04:59:32,326.0,3.0,1553.0,24.0,0,Stephen Cervantes,1,829.0,7,18361.0,2623.0,0.0,2021.0,6.0,6.0,4.0,False,False,False,False,False,True
89,2022-03-09 03:25:53,387.0,1.0,3728.0,24.0,0,Stephen Cervantes,1,553.0,7,18361.0,2623.0,0.0,2022.0,3.0,2.0,3.0,False,False,False,False,True,True
89,2022-08-02 02:16:08,124.0,5.0,1361.0,24.0,0,Stephen Cervantes,1,407.0,7,18361.0,2623.0,0.0,2022.0,8.0,1.0,2.0,False,True,False,True,False,True
89,2023-09-11 19:10:40,322.0,1.0,3545.0,24.0,0,Stephen Cervantes,1,1.0,7,18361.0,2623.0,0.0,2023.0,9.0,0.0,19.0,False,False,False,False,True,True
94,2020-06-10 18:32:30,316.0,4.0,686.0,38.0,0,Dr. Amanda Lindsey,0,1190.0,6,15378.0,2563.0,0.3333333333333333,2020.0,6.0,2.0,18.0,False,True,False,False,False,True
94,2020-07-24 11:25:45,361.0,4.0,4076.0,38.0,1,Dr. Amanda Lindsey,0,1146.0,6,15378.0,2563.0,0.3333333333333333,2020.0,7.0,4.0,11.0,False,False,False,False,False,True
94,2021-06-01 22:31:10,435.0,5.0,1310.0,38.0,0,Dr. Amanda Lindsey,0,833.0,6,15378.0,2563.0,0.3333333333333333,2021.0,6.0,1.0,22.0,True,False,False,False,False,True
94,2022-06-03 01:28:20,75.0,5.0,3974.0,38.0,0,Dr. Amanda Lindsey,0,467.0,6,15378.0,2563.0,0.3333333333333333,2022.0,6.0,4.0,1.0,False,False,False,False,True,True
94,2022-12-17 05:30:52,343.0,5.0,2205.0,38.0,0,Dr. Amanda Lindsey,0,270.0,6,15378.0,2563.0,0.3333333333333333,2022.0,12.0,5.0,5.0,False,False,True,False,True,True
94,2023-06-17 22:20:31,135.0,3.0,3127.0,38.0,1,Dr. Amanda Lindsey,0,87.0,6,15378.0,2563.0,0.3333333333333333,2023.0,6.0,5.0,22.0,False,False,False,False,True,True
96,2020-03-08 21:33:25,14.0,3.0,2130.0,25.0,0,Sonya Petersen,0,1283.0,7,22981.0,3283.0,0.2857142857142857,2020.0,3.0,6.0,21.0,False,False,True,True,False,False
96,2020-04-07 09:56:24,474.0,3.0,4401.0,25.0,1,Sonya Petersen,0,1254.0,7,22981.0,3283.0,0.2857142857142857,2020.0,4.0,1.0,9.0,False,False,False,False,True,False
96,2022-03-26 08:23:26,124.0,3.0,1974.0,25.0,1,Sonya Petersen,0,536.0,7,22981.0,3283.0,0.2857142857142857,2022.0,3.0,5.0,8.0,False,True,False,True,False,False
96,2022-10-03 01:27:36,276.0,5.0,5110.0,25.0,0,Sonya Petersen,0,345.0,7,22981.0,3283.0,0.2857142857142857,2022.0,10.0,0.0,1.0,False,True,False,False,True,False
96,2023-01-20 22:40:34,26.0,2.0,4074.0,25.0,0,Sonya Petersen,0,235.0,7,22981.0,3283.0,0.2857142857142857,2023.0,1.0,4.0,22.0,False,True,False,False,True,False
96,2023-06-19 16:34:20,369.0,1.0,3078.0,25.0,0,Sonya Petersen,0,86.0,7,22981.0,3283.0,0.2857142857142857,2023.0,6.0,0.0,16.0,False,True,False,False,True,False
96,2023-09-12 12:04:36,194.0,4.0,2214.0,25.0,0,Sonya Petersen,0,1.0,7,22981.0,3283.0,0.2857142857142857,2023.0,9.0,1.0,12.0,True,False,False,False,False,False
104,2020-10-08 18:30:52,437.0,5.0,3175.0,31.0,1,Tasha Davis DVM,0,1070.0,4,13848.0,3462.0,1.0,2020.0,10.0,3.0,18.0,False,False,False,False,False,True
104,2020-11-07 14:08:32,130.0,3.0,4788.0,31.0,1,Tasha Davis DVM,0,1040.0,4,13848.0,3462.0,1.0,2020.0,11.0,5.0,14.0,False,True,False,True,False,True
104,2021-09-27 08:26:54,206.0,5.0,4620.0,31.0,1,Tasha Davis DVM,0,716.0,4,13848.0,3462.0,1.0,2021.0,9.0,0.0,8.0,False,False,True,True,False,True
104,2022-03-21 01:17:38,136.0,4.0,1265.0,31.0,1,Tasha Davis DVM,0,541.0,4,13848.0,3462.0,1.0,2022.0,3.0,0.0,1.0,False,False,False,False,False,True
105,2020-05-23 18:17:59,165.0,5.0,2650.0,30.0,1,Kimberly Chapman,1,1208.0,4,7530.0,1882.5,0.5,2020.0,5.0,5.0,18.0,False,False,False,False,False,True
105,2022-04-14 14:19:36,92.0,2.0,862.0,30.0,0,Kimberly Chapman,1,517.0,4,7530.0,1882.5,0.5,2022.0,4.0,3.0,14.0,False,False,False,True,False,True
105,2022-09-23 09:28:09,377.0,2.0,2352.0,30.0,0,Kimberly Chapman,1,355.0,4,7530.0,1882.5,0.5,2022.0,9.0,4.0,9.0,False,True,False,True,False,True
105,2023-02-10 20:24:53,291.0,3.0,1666.0,30.0,1,Kimberly Chapman,1,214.0,4,7530.0,1882.5,0.5,2023.0,2.0,4.0,20.0,False,False,False,True,False,True
107,2020-05-09 12:14:29,82.0,1.0,880.0,44.0,1,Justin Romero,0,1222.0,4,8393.0,2098.25,1.0,2020.0,5.0,5.0,12.0,True,False,False,True,False,True
107,2020-09-28 03:02:01,203.0,4.0,1739.0,44.0,1,Justin Romero,0,1080.0,4,8393.0,2098.25,1.0,2020.0,9.0,0.0,3.0,True,False,False,True,False,True
107,2021-06-24 08:02:53,196.0,4.0,1819.0,44.0,1,Justin Romero,0,811.0,4,8393.0,2098.25,1.0,2021.0,6.0,3.0,8.0,False,False,False,False,True,True
107,2022-11-16 21:51:03,418.0,2.0,3955.0,44.0,1,Justin Romero,0,300.0,4,8393.0,2098.25,1.0,2022.0,11.0,2.0,21.0,True,False,False,False,True,True
108,2020-06-21 15:20:18,98.0,2.0,2235.0,53.0,0,Kristin Harrison,0,1179.0,11,31386.0,2853.2727272727275,0.09090909090909091,2020.0,6.0,6.0,15.0,False,True,False,False,False,True
108,2020-07-07 16:00:31,345.0,4.0,1496.0,53.0,1,Kristin Harrison,0,1163.0,11,31386.0,2853.2727272727275,0.09090909090909091,2020.0,7.0,1.0,16.0,False,True,False,True,False,True
108,2020-11-03 13:34:54,131.0,1.0,4858.0,53.0,0,Kristin Harrison,0,1044.0,11,31386.0,2853.2727272727275,0.09090909090909091,2020.0,11.0,1.0,13.0,False,False,True,True,False,True
108,2021-03-15 20:34:09,400.0,3.0,4152.0,53.0,0,Kristin Harrison,0,911.0,11,31386.0,2853.2727272727275,0.09090909090909091,2021.0,3.0,0.0,20.0,True,False,False,True,False,True
108,2021-10-07 15:47:43,190.0,5.0,3023.0,53.0,0,Kristin Harrison,0,706.0,11,31386.0,2853.2727272727275,0.09090909090909091,2021.0,10.0,3.0,15.0,True,False,False,False,False,True
108,2022-02-19 16:05:51,382.0,1.0,2487.0,53.0,0,Kristin Harrison,0,571.0,11,31386.0,2853.2727272727275,0.09090909090909091,2022.0,2.0,5.0,16.0,False,False,True,False,True,True
108,2022-04-25 11:07:47,255.0,4.0,4032.0,53.0,0,Kristin Harrison,0,506.0,11,31386.0,2853.2727272727275,0.09090909090909091,2022.0,4.0,0.0,11.0,False,False,False,False,False,True
108,2022-05-17 09:16:03,232.0,2.0,2841.0,53.0,0,Kristin Harrison,0,484.0,11,31386.0,2853.2727272727275,0.09090909090909091,2022.0,5.0,1.0,9.0,True,False,False,False,False,True
108,2022-06-15 19:47:46,204.0,4.0,790.0,53.0,0,Kristin Harrison,0,454.0,11,31386.0,2853.2727272727275,0.09090909090909091,2022.0,6.0,2.0,19.0,True,False,False,False,False,True
108,2022-08-24 13:05:48,53.0,4.0,4975.0,53.0,0,Kristin Harrison,0,385.0,11,31386.0,2853.2727272727275,0.09090909090909091,2022.0,8.0,2.0,13.0,False,False,False,False,True,True
108,2022-12-26 18:08:48,360.0,1.0,497.0,53.0,0,Kristin Harrison,0,261.0,11,31386.0,2853.2727272727275,0.09090909090909091,2022.0,12.0,0.0,18.0,False,False,True,True,False,True
114,2020-03-23 03:41:55,144.0,3.0,2499.0,27.0,0,Thomas Olsen,0,1269.0,5,11568.0,2313.6,0.6,2020.0,3.0,0.0,3.0,False,True,False,True,False,True
114,2020-06-12 19:57:19,390.0,1.0,1118.0,27.0,0,Thomas Olsen,0,1187.0,5,11568.0,2313.6,0.6,2020.0,6.0,4.0,19.0,True,False,False,False,True,True
114,2020-12-26 01:49:05,275.0,1.0,2931.0,27.0,1,Thomas Olsen,0,991.0,5,11568.0,2313.6,0.6,2020.0,12.0,5.0,1.0,True,False,False,False,True,True
114,2021-02-05 13:28:19,262.0,4.0,4800.0,27.0,1,Thomas Olsen,0,950.0,5,11568.0,2313.6,0.6,2021.0,2.0,4.0,13.0,False,False,False,False,False,True
114,2021-10-19 11:13:52,370.0,1.0,220.0,27.0,1,Thomas Olsen,0,694.0,5,11568.0,2313.6,0.6,2021.0,10.0,1.0,11.0,False,False,True,False,True,True
115,2020-01-14 18:55:35,413.0,5.0,1488.0,21.0,0,Julie Sanchez,0,1337.0,7,13470.0,1924.2857142857142,0.42857142857142855,2020.0,1.0,1.0,18.0,False,False,True,True,False,True
115,2021-06-14 06:20:36,463.0,1.0,2975.0,21.0,1,Julie Sanchez,0,821.0,7,13470.0,1924.2857142857142,0.42857142857142855,2021.0,6.0,0.0,6.0,False,False,True,True,False,True
115,2021-09-20 05:06:31,204.0,3.0,653.0,21.0,1,Julie Sanchez,0,723.0,7,13470.0,1924.2857142857142,0.42857142857142855,2021.0,9.0,0.0,5.0,True,False,False,True,False,True
115,2022-03-08 18:38:50,125.0,5.0,1683.0,21.0,0,Julie Sanchez,0,554.0,7,13470.0,1924.2857142857142,0.42857142857142855,2022.0,3.0,1.0,18.0,False,False,False,False,True,True
115,2022-04-16 10:39:06,293.0,2.0,2473.0,21.0,0,Julie Sanchez,0,515.0,7,13470.0,1924.2857142857142,0.42857142857142855,2022.0,4.0,5.0,10.0,False,False,False,False,True,True
